,questions,types
18150,"If the latitude is 76°25′n, what is the longitude?",0
18151,"If the latitude is 71°18′n, what is the longitude?",0
18152,Who is the partner facing the opponents florian Mayer & alexander waske in the final?,0
18153,Which tournament has a hard surface and final opponents rohan bopanna & mustafa ghouse?,0
18154,On which date did the tournament final with the clay surface take place?,0
18155,Which tournament features the partner julian knowle?,0
18156,On which date is the tournament final with the opponents michael berrer & kenneth carlsen?,0
18157,What was the score after february 4 in the game 61?,0
18158,What is Arkansas State's total pick number with an overal lower than 242?,3
18159,Who is from the College of Cincinnati?,0
18160,What is the overall number for a kicker with a pick of less than 6?,3
18161,Which college has a defensive end with a round less than 6?,0
18162,What record has a score of 111-96?,0
18163,What is the score for a game after 34 with a record of 31-11?,0
18164,What was the date with a resulted score of 130-100?,0
18165,Which Water has a Metal of contracting?,0
18166,Which Metal has an Element of heavenly stems?,0
18167,Which water has green wood?,0
18168,Which earth has west metal?,0
18169,Which wood has stabilizing earth?,0
18170,Which fire has dry metal?,0
18171,"what name has a Rank of lieutenant colonel, and a Begin Date of 1904-02-22 22 february 1904?",0
18172,Oklahoma State produced a player in which position in the draft?,0
18173,What is the highest round where a back named Ed Cody can be found?,1
18174,"Which Losses is the lowest one that has a Season smaller than 1920, and Draws larger than 0?",2
18175,"Which Draws have Losses larger than 16, and a Season larger than 1966?",4
18176,"Which Draws have a Team of annandale, and Losses smaller than 13?",4
18177,"Which Draws have Losses smaller than 16, and a Team of university, and Wins larger than 0?",5
18178,"Which Wins is the lowest one that has a Season smaller than 1920, and Losses smaller than 14?",2
18179,Which date had a sport of Academics?,0
18180,Which date had a site of N/A?,0
18181,what was the builder in 1929,0
18182,"What was the attendance for the March 6 game, where one of the teams had 53 points.",0
18183,"For the game with 6,126 in attendance, how many points did both teams have in the standings?",3
18184,What is the record of the team with a St. Louis home?,0
18185,What country has a territory of French Guiana?,0
18186,"Which 2008-12 has a 2013 of A, and a Tournament of wimbledon?",0
18187,"Which 2013 has a 2007 of A, and a Tournament of french open?",0
18188,"Which 2013 has a 2008-12 of A, and a 2007 of A, and a Tournament of us open?",0
18189,Which 2013 has a 2006 of grand slam tournaments?,0
18190,Which 2006 has a 2007 of A?,0
18191,"Which 2008-12 has a 2007 of A, and a Tournament of us open?",0
18192,What was the record on April 1?,0
18193,What's the score on April 9?,0
18194,Where was home on April 3?,0
18195,What's the score on April 9?,0
18196,What is the average number of points of the team with more than 18 played?,5
18197,What is the lowest score of the team with 19 points and less than 18 played?,2
18198,What is the average number of draws of the team with less than 17 points and less than 4 wins?,5
18199,"What is the title of the record with an artist of Tangorodrim, category number FSR006?",0
18200,What was the format of the release by Triumfall?,0
18201,What is the category number that was released in November 2007?,0
18202,Which is the lowest round to have a pick of 12 and position of linebacker?,2
18203,Which player was picked in round 15 with a pick smaller than 13?,0
18204,How many picks were from Lamar College?,3
18205,How many overall values have a college of Notre Dame and rounds over 2?,3
18206,What player was at Albion?,0
18207,Where was the venue that had 274 runs?,0
18208,which athlete played against Queensland?,0
18209,Where is the venue with more than 245 runs?,0
18210,Where did Jack Badcock play?,0
18211,Which Surface has a Date of 16 november 2007?,0
18212,Name the date for 2004 afc asian cup qualifier,0
18213,Name the venue for 23 january 2009,0
18214,Name the competition for khartoum,0
18215,What is the fewest ties the team had with fewer than 7 games?,2
18216,"What is the population for a county that has a median income of $69,760?",0
18217,"What county has $51,456 income per capita?",0
18218,"Who was the opponent when attendance was 60,355?",0
18219,"Which Net profit/loss (SEK) has a Basic eps (SEK) of -6.58, and Employees (Average/Year) larger than 31,035?",4
18220,"Which Passengers flown has a Net profit/loss (SEK) smaller than -6,360,000,000, and Employees (Average/Year) smaller than 34,544, and a Basic eps (SEK) of -18.2?",4
18221,"Which average Net profit/loss (SEK) has Employees (Average/Year) larger than 18,786, and a Year ended of 2000*, and Passengers flown larger than 23,240,000?",5
18222,"How many Employees (Average/Year) have a Net profit/loss (SEK) larger than 4,936,000,000, and a Basic eps (SEK) larger than 1.06?",3
18223,What is the result when 13 is the week?,0
18224,"What average week has shea stadium as the game site, and 1979-12-09 as the date?",5
18225,Name the most rank for the United States with wins less than 1,1
18226,Name the most rank for wins more than 0 and events of 26,1
18227,Name the average earnings for rank of 3 and wins less than 3,5
18228,What is the average area of the city that has a density less than than 206.2 and an altitude of less than 85?,5
18229,What is the lowest density of alessandria where the area is bigger than 16.02 and altitude is less than 116?,2
18230,What is the lowest density of serravalle scrivia?,2
18231,What is the lowest population of alessandria where the altitude is less than 197 and density is less than 461.8?,2
18232,"What myspace has linkedin as the site, with an orkit greater than 3?",5
18233,"How many linkedin have Facebook as the site, with a myspace less than 64?",3
18234,"What is the highest Ning that has a bebo less than 4, an orkut less than 100, with a plaxo greater than 0?",1
18235,"What is the average plaxo that has a myspace greater than 64, a bebo greater than 3, with 4 as the friendster?",5
18236,What album has the title I Need A Life with the label of warp records / paper bag records?,0
18237,What title has a Label of warp records / paper bag records?,0
18238,What's the highest Average that has a 1987-88 of 55 and a Played that's larger than 114?,1
18239,"What's the lowest Points for the Team of San Martín De Tucumán, and a Played that's smaller than 38?",2
18240,"What's the 1986-87 that's got a 1988-89 that's larger than 42, and Points of 109?",0
18241,"What's the total of 1988-89 that has a 1986-87 of 38, and Points that's smaller than 109?",4
18242,"What nation has a total more than 3, with more than 5 for bronze, and less than 4 for the silver?",0
18243,What is the largest number for bronze with a rank of 19?,1
18244,what season had a score of 1:0,0
18245,"indoor year is 1978, what is the record?",0
18246,Record of 11-10-3 is what sum of game #?,4
18247,"Points of 31, and a Score of 1 - 5 is what home?",0
18248,Visitor of calgary has what record?,0
18249,Score of 2 - 2 had what points?,0
18250,On what Date was Gainsborough Trinity the Opponents with H/A of H?,0
18251,"What H/A had more than 15,000 in Attendance and Blackpool as Opponents?",0
18252,What was the Attendance when Lincoln City was the Opponents with H/A of A?,3
18253,what Area has the frequency of 100.3 and an On-air ID of yass fm?,0
18254,What is the Callsign with an Area of tamworth and frequency of 0 88.9?,0
18255,What is the Purpose of the Area Braidwood?,0
18256,What Band has a Frequency of 0 99.7 in the Area of Newcastle?,0
18257,What is the Frequency of Gosford when the Callsign of 2cfm?,0
18258,"What is the On-air ID with the frequency of 105.9, and purpose of commercial?",0
18259,What Time/Retired has a Points that's smaller than 11 and has a Laps of 74?,0
18260,What Time/Retired has a Laps of 86 and the Team of HVM Racing?,0
18261,What is the Catalog number in France?,0
18262,What is the Format o Catalog F4 87199?,0
18263,What is the Region of Catalog 885 973-4?,0
18264,What is the Catalog number in the Region of France?,0
18265,"What Label has a Catalog number of 885 572-7 in 7"" single Format?",0
18266,How many people in total attended the game on 1 november 1997?,3
18267,"Wins of 3, and a Pos. larger than 3 is what average loses?",5
18268,Matches larger than 5 is the sum of what position?,4
18269,What years did Dwane Morrison had a pct less than 0.389 and losses less than 12?,0
18270,How many seasons did Charles C. Farrell coach?,3
18271,What's the average pct for George Felton when he had losses greater than 7?,5
18272,Which Margin of victory has a Runner(s)-up of josé maria cañizares?,0
18273,Which Tournament has a Runner(s)-up of bob charles?,0
18274,What was the winning score on 7 jun 1976?,0
18275,"Which Winning score has a Margin of victory of 1 stroke, and a Date of 21 jun 1981?",0
18276,On which date was the Winning score –5 (70-65-69-75=279)?,0
18277,Which Runner(s)-up has a Winning score of –9 (71-68-72-68=279)?,0
18278,"What is the leading scorer of the game with an attendance of 14,096?",0
