,Questions,Category1,type
1444,Which of these are authors ?,HUM,1
1445,What 's the international radio code word for the letter B ?,ENTY,1
1446,Who was the original Humpty Dumpty ?,HUM,1
1447,What is cache memory ?,DESC,1
1448,Aspartame is also known as what ?,ENTY,1
1449,Where is the location of the Orange Bowl ?,LOC,1
1450,When is President Nixon 's birthday ?,NUM,0
1451,"What is the origin of the midwest slang , ` you 're darn tootin ' ?",DESC,1
1452,Whose cupboard was bare ?,HUM,1
1453,What are the seven seas ?,LOC,1
1454,What does IBM stand for ?,ABBR,1
1455,What is the difference between jazz and blues ?,DESC,1
1456,What is the C programming language ?,DESC,1
1457,What 's the name of Popeye 's adopted son ?,HUM,1
1458,Who invented the vacuum cleaner ?,HUM,1
1459,What is a ` borrow pit ' ?,DESC,1
1460,What 2th-century fictional character attends Pencey Prep School ?,HUM,1
1461,How many people in the USA say their number one source of information is the newspaper ?,NUM,0
1462,"Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?",HUM,1
1463,Which country is known as `` Big Bear '' ?,LOC,1
1464,"What `` melts in your mouth , not in your hands '' .",ENTY,1
1465,How many times a day should you take a prescription marked `` q.i.d . '' ?,NUM,0
1466,What is the origin of the atom ?,DESC,1
1467,Who is the Voyager project manager ?,HUM,1
1468,Which radio stations air the Jim Bohannon Radio Talk Show ?,HUM,1
1469,What two commanders directed the forces in the Battle of El Alamein ?,HUM,1
1470,Name the creator of `` The Muppets '' .,HUM,1
1471,How do I e-mail someone at aol.com from yahoo.com ?,DESC,1
1472,Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?,HUM,1
1473,What is the meaning of the name Ella ?,DESC,1
1474,What 's the home of the Rockettes ?,LOC,1
1475,"Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?",LOC,1
1476,What is the name of the firm that makes Spumante ?,HUM,1
1477,What sport is played on the largest field ?,ENTY,1
1478,Who won the 1967 Academy Award for Best Actor ?,HUM,1
1479,What is after death ?,ENTY,1
1480,Name the first private citizen to fly in space .,HUM,1
1481,What was football star Elroy Hirsch 's nickname ?,HUM,1
1482,What singer sings `` Oh Boy '' ?,HUM,1
1483,How much pizza do Americans eat in a day ?,NUM,0
1484,What is the website for the USA journal ?,LOC,1
1485,What army 's motto is Blood and Fire ?,HUM,1
1486,What kind of patent did Ermal Fraze get in 1963 ?,ENTY,1
1487,What are you hearing when you put a seashell to your ear ?,DESC,1
1488,Why are haunted houses popular ?,DESC,1
1489,Which gender has bigger thighs ?,ENTY,1
1490,What U.S. state has the second-longest coastline ?,LOC,1
1491,What state 's home to the Buffalo Bill Historical Center ?,LOC,1
1492,How fast do cheetahs run ?,NUM,0
1493,What is Ray Bradbury 's illustrated man illustrated with ?,ENTY,1
1494,How fast is a 45Mhz processor ?,NUM,0
1495,"What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?",ENTY,1
1496,What count did Alexandre Dumas write about ?,HUM,1
1497,What are the odds of giving birth to twins ?,NUM,0
1498,What is the largest natural lake in Pennsylvania ?,LOC,1
1499,How far is London UK from California ?,NUM,0
1500,Name the two mystical ravens Odin has at his command .,ENTY,1
1501,What was the species of Winnie the Pooh ?,ENTY,1
1502,What is the virus HIV ?,DESC,1
1503,How many years old is Benny Carter ?,NUM,0
1504,What Hermann Hesse book gave its name to a rock group ?,ENTY,1
1505,Where does the Santa Fe Trail begin and end ?,LOC,1
1506,What book is the follow-up to Future Shock ?,ENTY,1
1507,What African animals are known as The Big Five ?,ENTY,1
1508,What is the alphabet for Latin ?,ENTY,1
1509,What is the fear of frogs ?,ENTY,1
1510,Which city in Canada is the least-populated ?,LOC,1
1511,How old is Stevie Wonder ?,NUM,0
1512,Who was the first Taiwanese President ?,HUM,1
1513,Who is Luke Skywalker 's father ?,HUM,1
1514,What does a dipsomaniac crave ?,ENTY,1
1515,What is the definition of the term `` weapons system '' ?,DESC,1
1516,What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?,DESC,1
1517,What is Nero Wolfe 's favorite drink during office hours ?,ENTY,1
1518,What is the first personal computer company ?,HUM,1
1519,What is the most efficient way to start a barbeque ?,ENTY,1
1520,Who was Jane Goodall ?,HUM,1
1521,Why are there Braille things on the ATM machines that people drive through ?,DESC,1
1522,Where is the Isle of Man ?,LOC,1
1523,What book did Aaron Hass write ?,ENTY,1
1524,What was the death toll at the eruption of Mount Pinatubo ?,NUM,0
1525,When will the millennium officially begin ?,NUM,0
1526,"Who created the comic strip , `` Garfield '' ?",HUM,1
1527,Which Vietnamese terrorist is now a UN delegate in Doonesbury ?,HUM,1
1528,What is real time processing ?,DESC,1
1529,What do we call the imaginary line along the top of the Rocky Mountains ?,LOC,1
1530,What country 's capital is Lagos ?,LOC,1
1531,Where does Ray Bradbury 's Chronicles take place ?,LOC,1
1532,Who is the current prime minister and president of Russia ?,HUM,1
1533,Who established a Viking colony in Greenland about 985 ?,HUM,1
1534,What was the distinguishing mark on the `` Little Rascals '' dog ?,ENTY,1
1535,"What is the latitude and longitude of El Paso , Texas ?",NUM,0
1536,Where can I get information about cystic fibrosis ?,LOC,1
1537,Where did Honecker rule ?,LOC,1
1538,What is the theory of equivalence states ?,DESC,1
1539,What does a philatelist collect ?,ENTY,1
1540,What is the life span of the average monkey ?,NUM,0
1541,How many member states are in the UN ?,NUM,0
1542,Who shot and killed himself while painting Wheatfield with Crows ?,HUM,1
1543,What will happen when sodium is put in water ?,DESC,1
1544,What 's the meaning of UOL ?,DESC,1
1545,What future President became Senate majority whip under Harry Truman ?,HUM,1
1546,Who was the architect of Central Park ?,HUM,1
1547,Which operating system runs on IBM-compatible machines ?,ENTY,1
1548,What are the dimensions of an ice hockey goal ?,NUM,0
1549,When was CNN 's first broadcast ?,NUM,0
1550,What are the signs of a country going into a recession ?,ENTY,1
1551,What is the circumorbital hematoma ?,DESC,1
1552,What African country is governed from Ouagadougou ?,LOC,1
1553,What was the Christian name of the title character in Our Miss Brooks ?,HUM,1
1554,What hard-of hearing artist painted Sunflowers ?,HUM,1
1555,Who were the Yankee 's frequent enemies ?,HUM,1
1556,Who wrote Sons and Lovers ?,HUM,1
1557,What is the English translation for the word `` caliente '' ?,ENTY,1
1558,What handicraft requires you to interlace your warp and weft ?,ENTY,1
1559,What French seaport claims to be The Home of Wines ?,LOC,1
1560,How long does it take sunlight to reach Earth ?,NUM,0
1561,How many milliseconds in a second ?,NUM,0
1562,What Cherokee Indian gave his name to a tree ?,HUM,1
1563,When were camcorders introduced in Malaysia ?,NUM,0
1564,What is the chance of conceiving quadruplets ?,NUM,0
1565,Who was the star of Leave It to Beaver ?,HUM,1
1566,What countries have the largest armed forces in the world ?,LOC,1
1567,What was William F. Cody 's better-known name ?,HUM,1
1568,How do I increase my biceps ' size ?,DESC,1
1569,Who did Richard Nixon tender his resignation to ?,HUM,1
1570,Who was Thucydides ?,HUM,1
1571,How is the element strontium purified ?,DESC,1
1572,Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?,HUM,1
1573,What are tonsils for ?,DESC,1
1574,"What molecules include fluorine , sodium and magnesium ?",ENTY,1
1575,What was the name of the ball game played by the mayans ?,ENTY,1
1576,What was the sequel to The Moon 's Balloon ?,ENTY,1
1577,What is the exchange rate for Australian to American money ?,NUM,0
1578,What is the origin of the word ` posh ' ?,DESC,1
1579,How can anyone tell if a female had sexual intercourse ?,DESC,1
1580,How many states did Richard Nixon carry in 1972 ?,NUM,0
1581,What basketball maneuver did Bert Loomis invent ?,ENTY,1
1582,What is a good book to read for people who hate to read ?,ENTY,1
1583,How many shillings more than 2 were there in a guinea ?,NUM,0
1584,What does a tarantula eat ?,ENTY,1
1585,What are the three secondary colors ?,ENTY,1
1586,What does the name `` Sabrina '' mean ?,DESC,1
1587,Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?,HUM,1
1588,What were the trials called which followed World War II ?,ENTY,1
1589,What is hebephrenia ?,DESC,1
1590,What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?,HUM,1
1591,What famous events have happened on March 27 ?,ENTY,1
1592,Which company claimed to be `` the world 's biggest toy store '' ?,HUM,1
1593,What brand number graces the black label of a bottle of Jack Daniel 's ?,NUM,0
1594,What do I call the sons and daughters of my first cousins ?,ENTY,1
1595,What were the causes of the Civil War ?,DESC,1
1596,What are Maid-Rites ?,DESC,1
1597,What city is terrorized by Dracula in The Night Stalker ?,LOC,1
1598,How can you prevent it ?,DESC,1
1599,What do the names Andrew and Christina mean ?,DESC,1
1600,What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?,ENTY,1
1601,Who is the fastest guitarist ?,HUM,1
1602,What do camels store in their humps ?,ENTY,1
1603,What is the name of the second space shuttle ?,ENTY,1
1604,What is the best hospital for orthopedics in the country ?,LOC,1
1605,What are perfect tenses ?,DESC,1
1606,What is commonly considered the fifth sense ?,DESC,1
1607,What was another name for East Germany ?,ENTY,1
1608,What 's the second-biggest-selling magazine in America ?,ENTY,1
1609,Who betrayed Norway to the Nazis ?,HUM,1
1610,Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?,HUM,1
1611,What is a bourdon tube ?,DESC,1
1612,What kind of a sports team is the Wisconsin Badgers ?,ENTY,1
1613,Who were the Picts ?,HUM,1
1614,"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?",DESC,1
1615,What is film noir ?,DESC,1
1616,Who is stationed at Camp Swampy in the comic strips ?,HUM,1
1617,In what year did China and the Republic of Korea establish diplomatic relations ?,NUM,0
1618,What causes tuberculosis ?,DESC,1
1619,How tall is the giraffe ?,NUM,0
1620,What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?,HUM,1
1621,What animal was the heat-seeking missile called the Sidewinder named for ?,ENTY,1
1622,How long did it take Stanley to find Livingstone ?,NUM,0
1623,How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' ?,NUM,0
1624,What lake is Sheboygan on ?,LOC,1
1625,What are a baseball team 's firemen ?,DESC,1
1626,What is a fear of color ?,ENTY,1
1627,What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?,ENTY,1
1628,What are the two largest birds on earth ?,ENTY,1
1629,Name the four stories contained in Edith Wharton 's `` Old New York . '',ENTY,1
1630,What is the largest lake in North America ?,LOC,1
1631,How many people died because of a smoking problem in 1997 ?,NUM,0
1632,What is chronic constipation a symptom of ?,ENTY,1
1633,Who wrote The Look of Love after viewing Ursula Andress ?,HUM,1
1634,What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?,HUM,1
1635,Who claims to have the greatest show on earth ?,HUM,1
1636,What is Head Start ?,DESC,1
1637,What Honeymooners actress did Television magazine name as 1953 's most promising star ?,HUM,1
1638,Why can 't women serve in the Navy on board submarines ?,DESC,1
1639,What did the Yalta Conference lead to ?,ENTY,1
1640,What dog was dubbed The Mortgage Lifter ?,ENTY,1
1641,What is saltpeter ?,DESC,1
1642,What 's the difference between J.D. and LL.M. ?,DESC,1
1643,What kind of organization is ` Last Chance for Animals ' ?,HUM,1
1644,What was the role of the Medieval Guild ?,HUM,1
1645,Silly putty was invented by whom ?,HUM,1
1646,What should the oven be set at for baking Peachy Oat Muffins ?,ENTY,1
1647,How can someone become a federal agent ?,DESC,1
1648,Who invented the paper clip ?,HUM,1
1649,Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?,HUM,1
1650,How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?,NUM,0
1651,What city or state do the most gay men live in ?,LOC,1
1652,Shea and Gould had an office in Los Angeles for how long before closing it ?,NUM,0
1653,"What word occurs 46 , 227 times in the Bible ?",ENTY,1
1654,How can you be happy ?,DESC,1
1655,How would someone go about becoming an organ donor ?,DESC,1
1656,"What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''",NUM,0
1657,What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?,HUM,1
1658,How many URL extensions are there ? and what are they ?,NUM,0
1659,How long after intercourse does it take to find out if you are pregnant ?,NUM,0
1660,What does U.S.S.R. stand for ?,ABBR,1
1661,"Who created the Fantastic Four , Hulk , and Thor ?",HUM,1
1662,What is a fear of gravity ?,ENTY,1
1663,Who is the composer of `` Canon in D Major '' ?,HUM,1
1664,What did n't Rocky Marciano do in his pro boxing career ?,DESC,1
1665,Where are all European and American eels born ?,LOC,1
1666,Who was the author of the novel `` Far From the Madding Crowd '' ?,HUM,1
1667,What is the definition of ` graphic details ' ?,DESC,1
1668,What was `` America 's recessed-filter cigarette '' ?,ENTY,1
1669,What kind of dog is Scooby Doo ?,ENTY,1
1670,What is the function of the appendix ?,DESC,1
1671,What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?,HUM,1
1672,Which sex is twice as likely to contract leprosy ?,ENTY,1
1673,What was the first town to be chartered in Vermont ?,LOC,1
1674,What state has the longest Great Lakes shoreline ?,LOC,1
1675,What U.S. state ends with a G ?,LOC,1
